"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2006"	"2006"	"Pennsylvania"	"42"	"< 1 year"	"1"	"Female"	"F"	482	70308	685.6
	"2006"	"2006"	"Pennsylvania"	"42"	"< 1 year"	"1"	"Male"	"M"	655	73427	892.0
	"2006"	"2006"	"Pennsylvania"	"42"	"1-4 years"	"1-4"	"Female"	"F"	65	281124	23.1
	"2006"	"2006"	"Pennsylvania"	"42"	"1-4 years"	"1-4"	"Male"	"M"	89	293622	30.3
	"2006"	"2006"	"Pennsylvania"	"42"	"5-14 years"	"5-14"	"Female"	"F"	89	770454	11.6
	"2006"	"2006"	"Pennsylvania"	"42"	"5-14 years"	"5-14"	"Male"	"M"	138	807601	17.1
	"2006"	"2006"	"Pennsylvania"	"42"	"15-24 years"	"15-24"	"Female"	"F"	325	852235	38.1
	"2006"	"2006"	"Pennsylvania"	"42"	"15-24 years"	"15-24"	"Male"	"M"	1145	886520	129.2
	"2006"	"2006"	"Pennsylvania"	"42"	"25-34 years"	"25-34"	"Female"	"F"	475	727999	65.2
	"2006"	"2006"	"Pennsylvania"	"42"	"25-34 years"	"25-34"	"Male"	"M"	1290	727359	177.4
	"2006"	"2006"	"Pennsylvania"	"42"	"35-44 years"	"35-44"	"Female"	"F"	1292	888706	145.4
	"2006"	"2006"	"Pennsylvania"	"42"	"35-44 years"	"35-44"	"Male"	"M"	2216	869617	254.8
	"2006"	"2006"	"Pennsylvania"	"42"	"45-54 years"	"45-54"	"Female"	"F"	2925	969161	301.8
	"2006"	"2006"	"Pennsylvania"	"42"	"45-54 years"	"45-54"	"Male"	"M"	4994	940454	531.0
	"2006"	"2006"	"Pennsylvania"	"42"	"55-64 years"	"55-64"	"Female"	"F"	5052	736567	685.9
	"2006"	"2006"	"Pennsylvania"	"42"	"55-64 years"	"55-64"	"Male"	"M"	7685	687514	1117.8
	"2006"	"2006"	"Pennsylvania"	"42"	"65-74 years"	"65-74"	"Female"	"F"	8551	490723	1742.5
	"2006"	"2006"	"Pennsylvania"	"42"	"65-74 years"	"65-74"	"Male"	"M"	10445	409540	2550.4
	"2006"	"2006"	"Pennsylvania"	"42"	"75-84 years"	"75-84"	"Female"	"F"	19125	430891	4438.5
	"2006"	"2006"	"Pennsylvania"	"42"	"75-84 years"	"75-84"	"Male"	"M"	18236	284858	6401.8
	"2006"	"2006"	"Pennsylvania"	"42"	"85+ years"	"85+"	"Female"	"F"	26837	192407	13948.0
	"2006"	"2006"	"Pennsylvania"	"42"	"85+ years"	"85+"	"Male"	"M"	13364	82423	16213.9
	"2006"	"2006"	"Rhode Island"	"44"	"< 1 year"	"1"	"Female"	"F"	37	5735	645.2
	"2006"	"2006"	"Rhode Island"	"44"	"< 1 year"	"1"	"Male"	"M"	38	5911	642.9
	"2006"	"2006"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"Female"	"F"	24	79192	30.3
	"2006"	"2006"	"Rhode Island"	"44"	"15-24 years"	"15-24"	"Male"	"M"	59	80936	72.9
	"2006"	"2006"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Female"	"F"	22	64648	34.0
	"2006"	"2006"	"Rhode Island"	"44"	"25-34 years"	"25-34"	"Male"	"M"	78	62904	124.0
	"2006"	"2006"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Female"	"F"	85	79074	107.5
	"2006"	"2006"	"Rhode Island"	"44"	"35-44 years"	"35-44"	"Male"	"M"	153	75456	202.8
	"2006"	"2006"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Female"	"F"	225	82046	274.2
	"2006"	"2006"	"Rhode Island"	"44"	"45-54 years"	"45-54"	"Male"	"M"	379	76841	493.2
	"2006"	"2006"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Female"	"F"	360	59581	604.2
	"2006"	"2006"	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Male"	"M"	546	56017	974.7
	"2006"	"2006"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Female"	"F"	554	36525	1516.8
	"2006"	"2006"	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Male"	"M"	745	30015	2482.1
	"2006"	"2006"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Female"	"F"	1430	34387	4158.5
	"2006"	"2006"	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Male"	"M"	1416	22113	6403.5
	"2006"	"2006"	"Rhode Island"	"44"	"85+ years"	"85+"	"Female"	"F"	2334	17390	13421.5
	"2006"	"2006"	"Rhode Island"	"44"	"85+ years"	"85+"	"Male"	"M"	1146	7119	16097.8
	"2006"	"2006"	"South Carolina"	"45"	"< 1 year"	"1"	"Female"	"F"	228	28944	787.7
	"2006"	"2006"	"South Carolina"	"45"	"< 1 year"	"1"	"Male"	"M"	292	29568	987.6
	"2006"	"2006"	"South Carolina"	"45"	"1-4 years"	"1-4"	"Female"	"F"	34	109631	31.0
	"2006"	"2006"	"South Carolina"	"45"	"1-4 years"	"1-4"	"Male"	"M"	37	113709	32.5
	"2006"	"2006"	"South Carolina"	"45"	"5-14 years"	"5-14"	"Female"	"F"	42	279890	15.0
	"2006"	"2006"	"South Carolina"	"45"	"5-14 years"	"5-14"	"Male"	"M"	65	292153	22.2
	"2006"	"2006"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Female"	"F"	153	306549	49.9
	"2006"	"2006"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Male"	"M"	476	321412	148.1
	"2006"	"2006"	"South Carolina"	"45"	"25-34 years"	"25-34"	"Female"	"F"	250	283425	88.2
	"2006"	"2006"	"South Carolina"	"45"	"25-34 years"	"25-34"	"Male"	"M"	582	277940	209.4
	"2006"	"2006"	"South Carolina"	"45"	"35-44 years"	"35-44"	"Female"	"F"	601	311140	193.2
	"2006"	"2006"	"South Carolina"	"45"	"35-44 years"	"35-44"	"Male"	"M"	997	300038	332.3
	"2006"	"2006"	"South Carolina"	"45"	"45-54 years"	"45-54"	"Female"	"F"	1309	322361	406.1
	"2006"	"2006"	"South Carolina"	"45"	"45-54 years"	"45-54"	"Male"	"M"	2177	299333	727.3
	"2006"	"2006"	"South Carolina"	"45"	"55-64 years"	"55-64"	"Female"	"F"	2147	264700	811.1
	"2006"	"2006"	"South Carolina"	"45"	"55-64 years"	"55-64"	"Male"	"M"	3310	241052	1373.1
	"2006"	"2006"	"South Carolina"	"45"	"65-74 years"	"65-74"	"Female"	"F"	3077	168099	1830.5
	"2006"	"2006"	"South Carolina"	"45"	"65-74 years"	"65-74"	"Male"	"M"	4034	143457	2812.0
	"2006"	"2006"	"South Carolina"	"45"	"75-84 years"	"75-84"	"Female"	"F"	5143	109017	4717.6
	"2006"	"2006"	"South Carolina"	"45"	"75-84 years"	"75-84"	"Male"	"M"	4970	72911	6816.5
	"2006"	"2006"	"South Carolina"	"45"	"85+ years"	"85+"	"Female"	"F"	6001	43253	13874.2
	"2006"	"2006"	"South Carolina"	"45"	"85+ years"	"85+"	"Male"	"M"	2772	17230	16088.2
	"2006"	"2006"	"South Dakota"	"46"	"< 1 year"	"1"	"Female"	"F"	25	4457	560.9
	"2006"	"2006"	"South Dakota"	"46"	"< 1 year"	"1"	"Male"	"M"	31	4656	665.8
	"2006"	"2006"	"South Dakota"	"46"	"15-24 years"	"15-24"	"Female"	"F"	11	50826	Unreliable
	"2006"	"2006"	"South Dakota"	"46"	"15-24 years"	"15-24"	"Male"	"M"	59	54515	108.2
	"2006"	"2006"	"South Dakota"	"46"	"25-34 years"	"25-34"	"Female"	"F"	18	40388	Unreliable
	"2006"	"2006"	"South Dakota"	"46"	"25-34 years"	"25-34"	"Male"	"M"	45	43357	103.8
	"2006"	"2006"	"South Dakota"	"46"	"35-44 years"	"35-44"	"Female"	"F"	46	45138	101.9
	"2006"	"2006"	"South Dakota"	"46"	"35-44 years"	"35-44"	"Male"	"M"	81	46571	173.9
	"2006"	"2006"	"South Dakota"	"46"	"45-54 years"	"45-54"	"Female"	"F"	132	53354	247.4
	"2006"	"2006"	"South Dakota"	"46"	"45-54 years"	"45-54"	"Male"	"M"	214	54423	393.2
	"2006"	"2006"	"South Dakota"	"46"	"55-64 years"	"55-64"	"Female"	"F"	219	38682	566.2
	"2006"	"2006"	"South Dakota"	"46"	"55-64 years"	"55-64"	"Male"	"M"	372	39754	935.8
	"2006"	"2006"	"South Dakota"	"46"	"65-74 years"	"65-74"	"Female"	"F"	365	26555	1374.5
	"2006"	"2006"	"South Dakota"	"46"	"65-74 years"	"65-74"	"Male"	"M"	525	23730	2212.4
	"2006"	"2006"	"South Dakota"	"46"	"75-84 years"	"75-84"	"Female"	"F"	846	22432	3771.4
	"2006"	"2006"	"South Dakota"	"46"	"75-84 years"	"75-84"	"Male"	"M"	981	16943	5790.0
	"2006"	"2006"	"South Dakota"	"46"	"85+ years"	"85+"	"Female"	"F"	1647	12118	13591.4
	"2006"	"2006"	"South Dakota"	"46"	"85+ years"	"85+"	"Male"	"M"	933	5478	17031.8
	"2006"	"2006"	"Tennessee"	"47"	"< 1 year"	"1"	"Female"	"F"	334	39307	849.7
	"2006"	"2006"	"Tennessee"	"47"	"< 1 year"	"1"	"Male"	"M"	399	40908	975.4
	"2006"	"2006"	"Tennessee"	"47"	"1-4 years"	"1-4"	"Female"	"F"	53	154362	34.3
	"2006"	"2006"	"Tennessee"	"47"	"1-4 years"	"1-4"	"Male"	"M"	60	159658	37.6
	"2006"	"2006"	"Tennessee"	"47"	"5-14 years"	"5-14"	"Female"	"F"	52	395070	13.2
	"2006"	"2006"	"Tennessee"	"47"	"5-14 years"	"5-14"	"Male"	"M"	80	416233	19.2
	"2006"	"2006"	"Tennessee"	"47"	"15-24 years"	"15-24"	"Female"	"F"	231	408707	56.5
	"2006"	"2006"	"Tennessee"	"47"	"15-24 years"	"15-24"	"Male"	"M"	675	420201	160.6
	"2006"	"2006"	"Tennessee"	"47"	"25-34 years"	"25-34"	"Female"	"F"	373	406357	91.8
	"2006"	"2006"	"Tennessee"	"47"	"25-34 years"	"25-34"	"Male"	"M"	770	399067	193.0
	"2006"	"2006"	"Tennessee"	"47"	"35-44 years"	"35-44"	"Female"	"F"	902	444418	203.0
	"2006"	"2006"	"Tennessee"	"47"	"35-44 years"	"35-44"	"Male"	"M"	1435	433579	331.0
	"2006"	"2006"	"Tennessee"	"47"	"45-54 years"	"45-54"	"Female"	"F"	1892	453783	416.9
	"2006"	"2006"	"Tennessee"	"47"	"45-54 years"	"45-54"	"Male"	"M"	3084	428097	720.4
	"2006"	"2006"	"Tennessee"	"47"	"55-64 years"	"55-64"	"Female"	"F"	3025	357941	845.1
	"2006"	"2006"	"Tennessee"	"47"	"55-64 years"	"55-64"	"Male"	"M"	4682	334702	1398.9
	"2006"	"2006"	"Tennessee"	"47"	"65-74 years"	"65-74"	"Female"	"F"	4447	230665	1927.9
	"2006"	"2006"	"Tennessee"	"47"	"65-74 years"	"65-74"	"Male"	"M"	5691	195322	2913.7
	"2006"	"2006"	"Tennessee"	"47"	"75-84 years"	"75-84"	"Female"	"F"	7673	155944	4920.4
	"2006"	"2006"	"Tennessee"	"47"	"75-84 years"	"75-84"	"Male"	"M"	7121	101884	6989.3
	"2006"	"2006"	"Tennessee"	"47"	"85+ years"	"85+"	"Female"	"F"	9337	63784	14638.5
	"2006"	"2006"	"Tennessee"	"47"	"85+ years"	"85+"	"Male"	"M"	4477	25362	17652.4
	"2006"	"2006"	"Texas"	"48"	"< 1 year"	"1"	"Female"	"F"	1073	184656	581.1
	"2006"	"2006"	"Texas"	"48"	"< 1 year"	"1"	"Male"	"M"	1409	191823	734.5
	"2006"	"2006"	"Texas"	"48"	"1-4 years"	"1-4"	"Female"	"F"	206	719383	28.6
	"2006"	"2006"	"Texas"	"48"	"1-4 years"	"1-4"	"Male"	"M"	238	752066	31.6
	"2006"	"2006"	"Texas"	"48"	"5-14 years"	"5-14"	"Female"	"F"	243	1692142	14.4
	"2006"	"2006"	"Texas"	"48"	"5-14 years"	"5-14"	"Male"	"M"	350	1769937	19.8
	"2006"	"2006"	"Texas"	"48"	"15-24 years"	"15-24"	"Female"	"F"	724	1695321	42.7
	"2006"	"2006"	"Texas"	"48"	"15-24 years"	"15-24"	"Male"	"M"	2122	1812920	117.0
	"2006"	"2006"	"Texas"	"48"	"25-34 years"	"25-34"	"Female"	"F"	1107	1653431	67.0
	"2006"	"2006"	"Texas"	"48"	"25-34 years"	"25-34"	"Male"	"M"	2440	1674478	145.7
	"2006"	"2006"	"Texas"	"48"	"35-44 years"	"35-44"	"Female"	"F"	2351	1678005	140.1
	"2006"	"2006"	"Texas"	"48"	"35-44 years"	"35-44"	"Male"	"M"	4023	1669953	240.9
	"2006"	"2006"	"Texas"	"48"	"45-54 years"	"45-54"	"Female"	"F"	5211	1591984	327.3
	"2006"	"2006"	"Texas"	"48"	"45-54 years"	"45-54"	"Male"	"M"	8626	1561055	552.6
	"2006"	"2006"	"Texas"	"48"	"55-64 years"	"55-64"	"Female"	"F"	7997	1125217	710.7
	"2006"	"2006"	"Texas"	"48"	"55-64 years"	"55-64"	"Male"	"M"	11899	1055555	1127.3
	"2006"	"2006"	"Texas"	"48"	"65-74 years"	"65-74"	"Female"	"F"	11626	681945	1704.8
	"2006"	"2006"	"Texas"	"48"	"65-74 years"	"65-74"	"Male"	"M"	14535	585006	2484.6
	"2006"	"2006"	"Texas"	"48"	"75-84 years"	"75-84"	"Female"	"F"	21258	462487	4596.5
	"2006"	"2006"	"Texas"	"48"	"75-84 years"	"75-84"	"Male"	"M"	20144	323651	6224.0
	"2006"	"2006"	"Texas"	"48"	"85+ years"	"85+"	"Female"	"F"	25969	182338	14242.2
	"2006"	"2006"	"Texas"	"48"	"85+ years"	"85+"	"Male"	"M"	13313	83312	15979.7
	"2006"	"2006"	"Utah"	"49"	"< 1 year"	"1"	"Female"	"F"	111	23875	464.9
	"2006"	"2006"	"Utah"	"49"	"< 1 year"	"1"	"Male"	"M"	159	25848	615.1
	"2006"	"2006"	"Utah"	"49"	"1-4 years"	"1-4"	"Female"	"F"	25	92652	27.0
	"2006"	"2006"	"Utah"	"49"	"1-4 years"	"1-4"	"Male"	"M"	22	96436	22.8
	"2006"	"2006"	"Utah"	"49"	"5-14 years"	"5-14"	"Female"	"F"	28	201075	13.9
	"2006"	"2006"	"Utah"	"49"	"5-14 years"	"5-14"	"Male"	"M"	39	213177	18.3
	"2006"	"2006"	"Utah"	"49"	"15-24 years"	"15-24"	"Female"	"F"	99	216746	45.7
	"2006"	"2006"	"Utah"	"49"	"15-24 years"	"15-24"	"Male"	"M"	212	222351	95.3
	"2006"	"2006"	"Utah"	"49"	"25-34 years"	"25-34"	"Female"	"F"	120	190462	63.0
	"2006"	"2006"	"Utah"	"49"	"25-34 years"	"25-34"	"Male"	"M"	287	199093	144.2
	"2006"	"2006"	"Utah"	"49"	"35-44 years"	"35-44"	"Female"	"F"	211	147635	142.9
	"2006"	"2006"	"Utah"	"49"	"35-44 years"	"35-44"	"Male"	"M"	312	152513	204.6
	"2006"	"2006"	"Utah"	"49"	"45-54 years"	"45-54"	"Female"	"F"	381	143663	265.2
	"2006"	"2006"	"Utah"	"49"	"45-54 years"	"45-54"	"Male"	"M"	615	142580	431.3
	"2006"	"2006"	"Utah"	"49"	"55-64 years"	"55-64"	"Female"	"F"	595	100934	589.5
	"2006"	"2006"	"Utah"	"49"	"55-64 years"	"55-64"	"Male"	"M"	795	97642	814.2
	"2006"	"2006"	"Utah"	"49"	"65-74 years"	"65-74"	"Female"	"F"	905	61882	1462.5
	"2006"	"2006"	"Utah"	"49"	"65-74 years"	"65-74"	"Male"	"M"	1092	55504	1967.4
	"2006"	"2006"	"Utah"	"49"	"75-84 years"	"75-84"	"Female"	"F"	1784	42293	4218.2
	"2006"	"2006"	"Utah"	"49"	"75-84 years"	"75-84"	"Male"	"M"	1784	33191	5375.0
	"2006"	"2006"	"Utah"	"49"	"85+ years"	"85+"	"Female"	"F"	2505	17097	14651.7
	"2006"	"2006"	"Utah"	"49"	"85+ years"	"85+"	"Male"	"M"	1540	9424	16341.3
	"2006"	"2006"	"Vermont"	"50"	"< 1 year"	"1"	"Female"	"F"	15	2901	Unreliable
	"2006"	"2006"	"Vermont"	"50"	"< 1 year"	"1"	"Male"	"M"	21	3122	672.6
	"2006"	"2006"	"Vermont"	"50"	"15-24 years"	"15-24"	"Female"	"F"	20	44974	44.5
	"2006"	"2006"	"Vermont"	"50"	"15-24 years"	"15-24"	"Male"	"M"	40	47844	83.6
	"2006"	"2006"	"Vermont"	"50"	"25-34 years"	"25-34"	"Female"	"F"	17	33333	Unreliable
	"2006"	"2006"	"Vermont"	"50"	"25-34 years"	"25-34"	"Male"	"M"	45	33026	136.3
	"2006"	"2006"	"Vermont"	"50"	"35-44 years"	"35-44"	"Female"	"F"	45	45170	99.6
	"2006"	"2006"	"Vermont"	"50"	"35-44 years"	"35-44"	"Male"	"M"	96	43640	220.0
	"2006"	"2006"	"Vermont"	"50"	"45-54 years"	"45-54"	"Female"	"F"	128	52380	244.4
	"2006"	"2006"	"Vermont"	"50"	"45-54 years"	"45-54"	"Male"	"M"	190	50343	377.4
	"2006"	"2006"	"Vermont"	"50"	"55-64 years"	"55-64"	"Female"	"F"	227	39150	579.8
	"2006"	"2006"	"Vermont"	"50"	"55-64 years"	"55-64"	"Male"	"M"	353	38948	906.3
	"2006"	"2006"	"Vermont"	"50"	"65-74 years"	"65-74"	"Female"	"F"	339	22250	1523.6
	"2006"	"2006"	"Vermont"	"50"	"65-74 years"	"65-74"	"Male"	"M"	436	20226	2155.6
	"2006"	"2006"	"Vermont"	"50"	"75-84 years"	"75-84"	"Female"	"F"	717	16917	4238.3
	"2006"	"2006"	"Vermont"	"50"	"75-84 years"	"75-84"	"Male"	"M"	684	11919	5738.7
	"2006"	"2006"	"Vermont"	"50"	"85+ years"	"85+"	"Female"	"F"	1096	7945	13794.8
	"2006"	"2006"	"Vermont"	"50"	"85+ years"	"85+"	"Male"	"M"	551	3454	15952.5
	"2006"	"2006"	"Virginia"	"51"	"< 1 year"	"1"	"Female"	"F"	356	49743	715.7
	"2006"	"2006"	"Virginia"	"51"	"< 1 year"	"1"	"Male"	"M"	406	52228	777.4
	"2006"	"2006"	"Virginia"	"51"	"1-4 years"	"1-4"	"Female"	"F"	40	194702	20.5
	"2006"	"2006"	"Virginia"	"51"	"1-4 years"	"1-4"	"Male"	"M"	59	203452	29.0
	"2006"	"2006"	"Virginia"	"51"	"5-14 years"	"5-14"	"Female"	"F"	49	485485	10.1
	"2006"	"2006"	"Virginia"	"51"	"5-14 years"	"5-14"	"Male"	"M"	70	507417	13.8
	"2006"	"2006"	"Virginia"	"51"	"15-24 years"	"15-24"	"Female"	"F"	203	532593	38.1
	"2006"	"2006"	"Virginia"	"51"	"15-24 years"	"15-24"	"Male"	"M"	607	567579	106.9
	"2006"	"2006"	"Virginia"	"51"	"25-34 years"	"25-34"	"Female"	"F"	267	508820	52.5
	"2006"	"2006"	"Virginia"	"51"	"25-34 years"	"25-34"	"Male"	"M"	645	508725	126.8
	"2006"	"2006"	"Virginia"	"51"	"35-44 years"	"35-44"	"Female"	"F"	777	589758	131.7
	"2006"	"2006"	"Virginia"	"51"	"35-44 years"	"35-44"	"Male"	"M"	1222	570757	214.1
	"2006"	"2006"	"Virginia"	"51"	"45-54 years"	"45-54"	"Female"	"F"	1740	584720	297.6
	"2006"	"2006"	"Virginia"	"51"	"45-54 years"	"45-54"	"Male"	"M"	2836	558607	507.7
	"2006"	"2006"	"Virginia"	"51"	"55-64 years"	"55-64"	"Female"	"F"	2842	436318	651.4
	"2006"	"2006"	"Virginia"	"51"	"55-64 years"	"55-64"	"Male"	"M"	4171	406719	1025.5
	"2006"	"2006"	"Virginia"	"51"	"65-74 years"	"65-74"	"Female"	"F"	4427	254739	1737.9
	"2006"	"2006"	"Virginia"	"51"	"65-74 years"	"65-74"	"Male"	"M"	5521	219372	2516.7
	"2006"	"2006"	"Virginia"	"51"	"75-84 years"	"75-84"	"Female"	"F"	8082	179409	4504.8
	"2006"	"2006"	"Virginia"	"51"	"75-84 years"	"75-84"	"Male"	"M"	7730	119955	6444.1
	"2006"	"2006"	"Virginia"	"51"	"85+ years"	"85+"	"Female"	"F"	10449	73708	14176.2
	"2006"	"2006"	"Virginia"	"51"	"85+ years"	"85+"	"Male"	"M"	5129	31152	16464.4
	"2006"	"2006"	"Washington"	"53"	"< 1 year"	"1"	"Female"	"F"	164	39930	410.7
	"2006"	"2006"	"Washington"	"53"	"< 1 year"	"1"	"Male"	"M"	219	41803	523.9
	"2006"	"2006"	"Washington"	"53"	"1-4 years"	"1-4"	"Female"	"F"	27	153952	17.5
	"2006"	"2006"	"Washington"	"53"	"1-4 years"	"1-4"	"Male"	"M"	38	160696	23.6
	"2006"	"2006"	"Washington"	"53"	"5-14 years"	"5-14"	"Female"	"F"	38	402609	9.4
	"2006"	"2006"	"Washington"	"53"	"5-14 years"	"5-14"	"Male"	"M"	56	423584	13.2
	"2006"	"2006"	"Washington"	"53"	"15-24 years"	"15-24"	"Female"	"F"	160	425936	37.6
	"2006"	"2006"	"Washington"	"53"	"15-24 years"	"15-24"	"Male"	"M"	440	456965	96.3
	"2006"	"2006"	"Washington"	"53"	"25-34 years"	"25-34"	"Female"	"F"	212	414529	51.1
	"2006"	"2006"	"Washington"	"53"	"25-34 years"	"25-34"	"Male"	"M"	461	422717	109.1
	"2006"	"2006"	"Washington"	"53"	"35-44 years"	"35-44"	"Female"	"F"	511	454690	112.4
	"2006"	"2006"	"Washington"	"53"	"35-44 years"	"35-44"	"Male"	"M"	848	462704	183.3
	"2006"	"2006"	"Washington"	"53"	"45-54 years"	"45-54"	"Female"	"F"	1260	477267	264.0
	"2006"	"2006"	"Washington"	"53"	"45-54 years"	"45-54"	"Male"	"M"	2047	471592	434.1
	"2006"	"2006"	"Washington"	"53"	"55-64 years"	"55-64"	"Female"	"F"	2147	357334	600.8
	"2006"	"2006"	"Washington"	"53"	"55-64 years"	"55-64"	"Male"	"M"	3117	345699	901.7
	"2006"	"2006"	"Washington"	"53"	"65-74 years"	"65-74"	"Female"	"F"	3041	195327	1556.9
	"2006"	"2006"	"Washington"	"53"	"65-74 years"	"65-74"	"Male"	"M"	3875	178801	2167.2
	"2006"	"2006"	"Washington"	"53"	"75-84 years"	"75-84"	"Female"	"F"	6204	144803	4284.4
	"2006"	"2006"	"Washington"	"53"	"75-84 years"	"75-84"	"Male"	"M"	6125	105756	5791.6
	"2006"	"2006"	"Washington"	"53"	"85+ years"	"85+"	"Female"	"F"	9209	68358	13471.7
	"2006"	"2006"	"Washington"	"53"	"85+ years"	"85+"	"Male"	"M"	5246	33974	15441.2
	"2006"	"2006"	"West Virginia"	"54"	"< 1 year"	"1"	"Female"	"F"	68	10378	655.2
	"2006"	"2006"	"West Virginia"	"54"	"< 1 year"	"1"	"Male"	"M"	87	10750	809.3
	"2006"	"2006"	"West Virginia"	"54"	"1-4 years"	"1-4"	"Female"	"F"	10	40037	Unreliable
	"2006"	"2006"	"West Virginia"	"54"	"1-4 years"	"1-4"	"Male"	"M"	17	42227	Unreliable
	"2006"	"2006"	"West Virginia"	"54"	"5-14 years"	"5-14"	"Female"	"F"	11	104946	Unreliable
	"2006"	"2006"	"West Virginia"	"54"	"5-14 years"	"5-14"	"Male"	"M"	17	110349	Unreliable
	"2006"	"2006"	"West Virginia"	"54"	"15-24 years"	"15-24"	"Female"	"F"	75	116637	64.3
	"2006"	"2006"	"West Virginia"	"54"	"15-24 years"	"15-24"	"Male"	"M"	184	122351	150.4
	"2006"	"2006"	"West Virginia"	"54"	"25-34 years"	"25-34"	"Female"	"F"	122	109756	111.2
	"2006"	"2006"	"West Virginia"	"54"	"25-34 years"	"25-34"	"Male"	"M"	270	111389	242.4
	"2006"	"2006"	"West Virginia"	"54"	"35-44 years"	"35-44"	"Female"	"F"	245	122805	199.5
	"2006"	"2006"	"West Virginia"	"54"	"35-44 years"	"35-44"	"Male"	"M"	428	123001	348.0
	"2006"	"2006"	"West Virginia"	"54"	"45-54 years"	"45-54"	"Female"	"F"	582	142406	408.7
	"2006"	"2006"	"West Virginia"	"54"	"45-54 years"	"45-54"	"Male"	"M"	1004	138768	723.5
	"2006"	"2006"	"West Virginia"	"54"	"55-64 years"	"55-64"	"Female"	"F"	969	118504	817.7
	"2006"	"2006"	"West Virginia"	"54"	"55-64 years"	"55-64"	"Male"	"M"	1516	115875	1308.3
	"2006"	"2006"	"West Virginia"	"54"	"65-74 years"	"65-74"	"Female"	"F"	1705	80366	2121.5
	"2006"	"2006"	"West Virginia"	"54"	"65-74 years"	"65-74"	"Male"	"M"	2145	69864	3070.3
	"2006"	"2006"	"West Virginia"	"54"	"75-84 years"	"75-84"	"Female"	"F"	3061	59796	5119.1
	"2006"	"2006"	"West Virginia"	"54"	"75-84 years"	"75-84"	"Male"	"M"	2962	40880	7245.6
	"2006"	"2006"	"West Virginia"	"54"	"85+ years"	"85+"	"Female"	"F"	3513	23130	15188.1
	"2006"	"2006"	"West Virginia"	"54"	"85+ years"	"85+"	"Male"	"M"	1671	9684	17255.3
	"2006"	"2006"	"Wisconsin"	"55"	"< 1 year"	"1"	"Female"	"F"	192	33820	567.7
	"2006"	"2006"	"Wisconsin"	"55"	"< 1 year"	"1"	"Male"	"M"	260	35123	740.3
	"2006"	"2006"	"Wisconsin"	"55"	"1-4 years"	"1-4"	"Female"	"F"	32	134561	23.8
	"2006"	"2006"	"Wisconsin"	"55"	"1-4 years"	"1-4"	"Male"	"M"	29	140853	20.6
	"2006"	"2006"	"Wisconsin"	"55"	"5-14 years"	"5-14"	"Female"	"F"	34	360065	9.4
	"2006"	"2006"	"Wisconsin"	"55"	"5-14 years"	"5-14"	"Male"	"M"	57	377057	15.1
	"2006"	"2006"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Female"	"F"	144	392491	36.7
	"2006"	"2006"	"Wisconsin"	"55"	"15-24 years"	"15-24"	"Male"	"M"	406	410598	98.9
	"2006"	"2006"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Female"	"F"	167	327075	51.1
	"2006"	"2006"	"Wisconsin"	"55"	"25-34 years"	"25-34"	"Male"	"M"	421	342394	123.0
	"2006"	"2006"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Female"	"F"	452	393457	114.9
	"2006"	"2006"	"Wisconsin"	"55"	"35-44 years"	"35-44"	"Male"	"M"	830	398998	208.0
	"2006"	"2006"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Female"	"F"	1108	421445	262.9
	"2006"	"2006"	"Wisconsin"	"55"	"45-54 years"	"45-54"	"Male"	"M"	1681	423601	396.8
	"2006"	"2006"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Female"	"F"	1735	300710	577.0
	"2006"	"2006"	"Wisconsin"	"55"	"55-64 years"	"55-64"	"Male"	"M"	2671	296300	901.5
	"2006"	"2006"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Female"	"F"	2989	189183	1580.0
	"2006"	"2006"	"Wisconsin"	"55"	"65-74 years"	"65-74"	"Male"	"M"	3837	168303	2279.8
	"2006"	"2006"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Female"	"F"	6487	153341	4230.4
	"2006"	"2006"	"Wisconsin"	"55"	"75-84 years"	"75-84"	"Male"	"M"	6515	108872	5984.1
	"2006"	"2006"	"Wisconsin"	"55"	"85+ years"	"85+"	"Female"	"F"	10382	75479	13754.8
	"2006"	"2006"	"Wisconsin"	"55"	"85+ years"	"85+"	"Male"	"M"	5409	32646	16568.6
